recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,raw_recording_id
664ed0511_3197,8,1,1.664,3750.0,5.7867,5531.25,664ed0511
666dd7d48_3198,13,1,0.5493,93.75,1.1733,843.75,666dd7d48
667b7363f_3199,14,1,32.6187,2531.25,33.2053,5531.25,667b7363f
667b7363f_3200,9,1,32.704,1125.0,35.5093,5250.0,667b7363f
667cb9ba7_3201,10,1,51.1884,947.4609,53.6323,10852.7344,667cb9ba7
668784de4_3202,6,1,24.5813,562.5,26.6027,3187.5,668784de4
668784de4_3203,12,1,23.472,562.5,26.608,3281.25,668784de4
6699f108a_3204,23,1,47.8099,7235.1562,53.8935,11283.3984,6699f108a
669f590b8_3205,20,1,7.6053,2343.75,11.0453,5718.75,669f590b8
669f590b8_3206,11,1,15.1975,1808.7891,16.3352,5684.7656,669f590b8
669f590b8_3207,16,4,41.9413,3093.75,43.776,4593.75,669f590b8
669f590b8_3208,21,1,24.9867,3281.25,26.08,4125.0,669f590b8
669fbbc17_3209,14,1,22.2933,2531.25,22.88,5531.25,669fbbc17
669fbbc17_3210,19,1,1.136,281.25,2.688,2812.5,669fbbc17
669fbbc17_3211,6,1,39.0293,562.5,41.1733,4406.25,669fbbc17
669fbbc17_3212,11,1,19.6383,1808.7891,20.7761,5684.7656,669fbbc17
66bdde8b1_3213,1,1,11.264,3843.75,12.16,5625.0,66bdde8b1
66c614234_3214,9,1,52.5707,1125.0,55.37600000000001,5250.0,66c614234
66c798e69_3215,3,1,11.6053,1031.25,12.3467,2812.5,66c798e69
66c798e69_3216,15,1,40.832,93.75,44.176,1125.0,66c798e69
66c798e69_3217,17,4,52.1973,1312.5,54.7307,7406.25,66c798e69
66c81cfbe_3218,6,1,28.8107,562.5,30.9547,4406.25,66c81cfbe
66d9dd900_3219,4,1,51.6427,2343.75,53.4987,4218.75,66d9dd900
66d9dd900_3220,22,1,1.2693,10687.5,2.8747,13687.5,66d9dd900
66ef262ad_3221,3,1,52.4427,1031.25,53.184,2812.5,66ef262ad
66ef262ad_3222,10,1,13.5024,947.4609,15.9463,10852.7344,66ef262ad
67022a81b_3223,19,1,15.3707,281.25,16.9227,2812.5,67022a81b
67022a81b_3224,1,1,1.9413,3843.75,2.8373,5625.0,67022a81b
67022a81b_3225,6,1,15.7707,562.5,17.9147,4406.25,67022a81b
6705bf12c_3226,12,1,0.4267,562.5,3.5627,3281.25,6705bf12c
670946fce_3227,19,1,9.0613,281.25,10.6133,2812.5,670946fce
670946fce_3228,21,1,54.976000000000006,3281.25,56.0693,4125.0,670946fce
670946fce_3229,12,1,49.536,562.5,52.672,3281.25,670946fce
670946fce_3230,18,1,44.06399999999999,3187.5,44.7573,5062.5,670946fce
670a35128_3231,0,1,0.2987,5906.25,1.5893,7500.0,670a35128
670a35128_3232,1,1,57.36,3843.75,58.256,5625.0,670a35128
670a35128_3233,15,1,56.512,93.75,59.856,1125.0,670a35128
67205f705_3234,18,1,5.5787,3187.5,6.272,5062.5,67205f705
672f5ed25_3235,15,1,31.552,93.75,34.896,1125.0,672f5ed25
672f5ed25_3236,1,1,53.344,3843.75,54.24,5625.0,672f5ed25
67315c3ee_3237,6,1,37.552,562.5,39.5733,3187.5,67315c3ee
67315c3ee_3238,9,1,1.7973,1125.0,4.6027,5250.0,67315c3ee
673fee396_3239,19,1,40.2987,281.25,41.8507,2812.5,673fee396
673fee396_3240,11,1,19.795,1808.7891,20.9328,5684.7656,673fee396
674f8feff_3241,8,1,43.6907,3750.0,47.8133,5531.25,674f8feff
6756702b4_3242,1,1,0.784,3843.75,1.68,5625.0,6756702b4
676e069d8_3243,22,1,1.0507,10687.5,2.656,13687.5,676e069d8
677056319_3244,4,1,34.0213,2343.75,35.8773,4218.75,677056319
677056319_3245,4,1,42.48,2343.75,44.33600000000001,4218.75,677056319
677056319_3246,2,1,7.0027,468.75,8.7787,3000.0,677056319
6770bda7d_3247,12,1,0.336,562.5,3.472,3281.25,6770bda7d
6778c5bb8_3248,16,4,51.3493,3093.75,53.184,4593.75,6778c5bb8
6781295c9_3249,20,1,15.5573,2343.75,18.9973,5718.75,6781295c9
678d9eb55_3250,23,1,1.3293,7235.1562,7.4129999999999985,11283.3984,678d9eb55
67971f615_3251,14,1,10.5813,2531.25,11.168,5531.25,67971f615
67971f615_3252,5,1,5.7067,4781.25,8.0587,10406.25,67971f615
67971f615_3253,17,1,46.4373,1312.5,52.8907,3937.5,67971f615
67971f615_3254,2,1,48.688,468.75,50.464,3000.0,67971f615
67a28ac5f_3255,16,4,39.104,3093.75,40.9387,4593.75,67a28ac5f
67bed7868_3256,9,1,21.6587,1125.0,24.464,5250.0,67bed7868
67bed7868_3257,7,1,34.2347,4687.5,37.376,11437.5,67bed7868
67bed7868_3258,2,1,25.76,468.75,27.536,3000.0,67bed7868
68049cb26_3259,17,4,5.072,1312.5,7.6053,7406.25,68049cb26
6815e692e_3260,13,1,14.832,93.75,15.456,843.75,6815e692e
682b40044_3261,15,1,7.584,93.75,10.928,1125.0,682b40044
682b40044_3262,12,1,50.4267,562.5,53.5627,3281.25,682b40044
687733bf1_3263,13,1,6.6347,93.75,10.5067,1406.25,687733bf1
687733bf1_3264,7,1,34.2293,4687.5,37.3707,11437.5,687733bf1
687733bf1_3265,17,4,29.5307,1312.5,32.064,7406.25,687733bf1
687d7c1a1_3266,23,1,22.1344,7235.1562,28.218000000000004,11283.3984,687d7c1a1
688975ce0_3267,13,1,25.9093,93.75,29.7813,1406.25,688975ce0
688975ce0_3268,21,1,49.456,3281.25,50.5493,4125.0,688975ce0
68bc65ca0_3269,19,1,9.5787,281.25,11.1307,2812.5,68bc65ca0
68bc65ca0_3270,17,4,47.0613,1312.5,49.5947,7406.25,68bc65ca0
69110fa51_3271,2,1,13.84,468.75,15.616,3000.0,69110fa51
69110fa51_3272,20,1,28.0213,2343.75,31.4613,5718.75,69110fa51
69110fa51_3273,11,1,7.2562,1808.7891,8.394,5684.7656,69110fa51
69110fa51_3274,17,4,51.104,1312.5,53.6373,7406.25,69110fa51
69110fa51_3275,5,1,51.408,5062.5,54.5173,11250.0,69110fa51
691b56096_3276,10,1,15.8418,947.4609,18.2857,10852.7344,691b56096
692d28174_3277,14,1,0.4107,2531.25,0.9973,5531.25,692d28174
692d28174_3278,17,1,11.1573,1312.5,17.6107,3937.5,692d28174
692d28174_3279,4,1,14.464,2343.75,16.32,4218.75,692d28174
692d28174_3280,7,1,13.8987,4687.5,17.04,11437.5,692d28174
6942084b3_3281,4,1,57.2907,2343.75,59.1467,4218.75,6942084b3
6942084b3_3282,19,1,29.8027,281.25,31.3547,2812.5,6942084b3
6942084b3_3283,16,4,44.256,3093.75,46.0907,4593.75,6942084b3
694c6f6eb_3284,16,4,54.6133,3093.75,56.448,4593.75,694c6f6eb
694c6f6eb_3285,19,1,38.08,281.25,39.632,2812.5,694c6f6eb
69868001e_3286,4,1,28.672,2343.75,30.528,4218.75,69868001e
698cd97d6_3287,18,1,41.6747,3187.5,42.368,5062.5,698cd97d6
698ffb022_3288,22,1,7.232,10687.5,8.8373,13687.5,698ffb022
699cb4746_3289,14,1,19.5893,2531.25,20.176,5531.25,699cb4746
699cb4746_3290,9,1,19.7867,1125.0,22.592,5250.0,699cb4746
69aacafc4_3291,5,1,44.7627,4781.25,47.1147,10406.25,69aacafc4
69aacafc4_3292,3,1,50.208,1031.25,50.9493,2812.5,69aacafc4
69aacafc4_3293,11,1,43.4039,1808.7891,44.5417,5684.7656,69aacafc4
69aacafc4_3294,5,1,55.008,5062.5,58.1173,11250.0,69aacafc4
69aacafc4_3295,0,1,55.024,5906.25,56.3147,7500.0,69aacafc4
69bfafa26_3296,23,4,36.8152,6459.9609,44.739,11627.9297,69bfafa26
69c49684c_3297,6,1,30.512,562.5,32.656,4406.25,69c49684c
69f4d28ca_3298,4,1,11.4507,2343.75,13.3067,4218.75,69f4d28ca
6a1ffc4ef_3299,7,1,7.0987,4687.5,10.24,11437.5,6a1ffc4ef
6a1ffc4ef_3300,10,1,40.5537,947.4609,42.9976,10852.7344,6a1ffc4ef
6a1ffc4ef_3301,6,1,52.0267,562.5,54.048,3187.5,6a1ffc4ef
6a317163a_3302,15,1,46.2773,93.75,49.6213,1125.0,6a317163a
6a52e9f6f_3303,3,1,4.3627,1031.25,5.104,2812.5,6a52e9f6f
6a52e9f6f_3304,21,1,40.4533,3281.25,41.5467,4125.0,6a52e9f6f
6a5511f58_3305,23,4,18.9127,6459.9609,26.8365,11627.9297,6a5511f58
6a5511f58_3306,13,1,34.72,93.75,38.592,1406.25,6a5511f58
6a562d105_3307,21,1,2.928,3281.25,4.0213,4125.0,6a562d105
6a562d105_3308,5,1,48.9173,4781.25,51.2693,10406.25,6a562d105
6a5b1af16_3309,11,1,23.8005,1808.7891,24.9382,5684.7656,6a5b1af16
6a5b1af16_3310,21,1,6.4587,3281.25,7.552,4125.0,6a5b1af16
6a5b1af16_3311,3,1,38.736,1031.25,39.4773,2812.5,6a5b1af16
6ac2d2237_3312,12,1,28.7093,562.5,31.8453,3281.25,6ac2d2237
6ac2d2237_3313,15,1,5.6373,93.75,8.9813,1125.0,6ac2d2237
6ac7d258c_3314,21,1,39.424,3281.25,40.5173,4125.0,6ac7d258c
6ac7d258c_3315,19,1,28.48,281.25,30.032,2812.5,6ac7d258c
6ac7d258c_3316,16,4,49.9413,3093.75,51.776,4593.75,6ac7d258c
6ada2a181_3317,20,1,28.256,2343.75,31.696,5718.75,6ada2a181
6ada2a181_3318,8,1,34.2347,3750.0,38.3573,5531.25,6ada2a181
6ada440f0_3319,16,4,56.6667,3093.75,58.5013,4593.75,6ada440f0
6ada440f0_3320,0,1,44.3253,5906.25,45.61600000000001,7500.0,6ada440f0
6add524d7_3321,10,1,9.4041,947.4609,11.848,10852.7344,6add524d7
6af512022_3322,22,1,24.1867,10687.5,25.792,13687.5,6af512022
6af54a2ef_3323,12,1,26.48,562.5,29.616,3281.25,6af54a2ef
6af54a2ef_3324,16,4,8.096,3093.75,9.9307,4593.75,6af54a2ef
6af54a2ef_3325,13,1,33.0027,93.75,36.8747,1406.25,6af54a2ef
6af54a2ef_3326,0,1,22.4107,5906.25,23.7013,7500.0,6af54a2ef
6af54a2ef_3327,6,1,7.4667,562.5,9.488,3187.5,6af54a2ef
6af54a2ef_3328,12,1,10.112,562.5,13.248,3281.25,6af54a2ef
6b02f1a54_3329,19,1,25.6853,281.25,27.2373,2812.5,6b02f1a54
6b100fbfb_3330,9,1,31.4293,1125.0,34.2347,5250.0,6b100fbfb
6b100fbfb_3331,7,1,23.1893,4687.5,26.3307,11437.5,6b100fbfb
6b12f4702_3332,21,1,15.5893,3281.25,16.6827,4125.0,6b12f4702
6b135462f_3333,8,1,19.728,3750.0,23.8507,5531.25,6b135462f
6b135462f_3334,3,1,22.4587,1031.25,23.2,2812.5,6b135462f
6b2ece076_3335,2,1,20.704,468.75,22.48,3000.0,6b2ece076
6b2ece076_3336,7,1,6.4907,4687.5,9.632,11437.5,6b2ece076
6b41b1e67_3337,23,1,31.6546,7235.1562,37.7382,11283.3984,6b41b1e67
6b46c794b_3338,10,1,41.3663,947.4609,43.8102,10852.7344,6b46c794b
6b58e5412_3339,8,1,40.1493,3750.0,44.272,5531.25,6b58e5412
6b5e9336d_3340,11,1,18.0419,1808.7891,19.1797,5684.7656,6b5e9336d
6b5e9336d_3341,17,1,25.2853,1312.5,31.7387,3937.5,6b5e9336d
6b657cb3d_3342,20,1,41.4667,2343.75,44.9067,5718.75,6b657cb3d
6b657cb3d_3343,13,1,22.72,93.75,26.592,1406.25,6b657cb3d
6b657cb3d_3344,4,1,14.1547,2343.75,16.0107,4218.75,6b657cb3d
6b657cb3d_3345,17,4,27.1733,1312.5,29.7067,7406.25,6b657cb3d
6b657cb3d_3346,11,1,43.7464,1808.7891,44.8842,5684.7656,6b657cb3d
6b891f8f2_3347,22,1,22.672,10687.5,24.2773,13687.5,6b891f8f2
6b8cf6e79_3348,0,1,0.9173,5906.25,2.208,7500.0,6b8cf6e79
6bb8d1ca4_3349,22,1,53.472,10687.5,55.0773,13687.5,6bb8d1ca4
6bc20e7cd_3350,4,1,42.4213,2343.75,44.2773,4218.75,6bc20e7cd
6bc20e7cd_3351,23,4,41.6624,6459.9609,49.5862,11627.9297,6bc20e7cd
6bc20e7cd_3352,8,1,41.9733,3750.0,46.096,5531.25,6bc20e7cd
6bc20e7cd_3353,17,1,40.16,1312.5,46.6133,3937.5,6bc20e7cd
6be6d5d72_3354,15,1,1.6373,93.75,4.9813,1125.0,6be6d5d72
6be6d5d72_3355,9,1,32.9387,1125.0,35.744,5250.0,6be6d5d72
6bf2953a8_3356,14,1,21.9253,2531.25,22.512,5531.25,6bf2953a8
6bf2953a8_3357,5,1,11.7333,4781.25,14.0853,10406.25,6bf2953a8
6bf2953a8_3358,1,1,9.1413,3843.75,10.0373,5625.0,6bf2953a8
6bf2953a8_3359,0,1,34.7253,5906.25,36.016,7500.0,6bf2953a8
6bf5363f9_3360,20,1,39.0027,2343.75,42.4427,5718.75,6bf5363f9
6bf5363f9_3361,16,4,32.544000000000004,3093.75,34.3787,4593.75,6bf5363f9
6bf5363f9_3362,17,4,45.8507,1312.5,48.38399999999999,7406.25,6bf5363f9
6c1570bf2_3363,8,1,38.9973,3750.0,43.12,5531.25,6c1570bf2
6c2400d3e_3364,18,1,50.7093,3187.5,51.4027,5062.5,6c2400d3e
6c2f751ac_3365,21,1,37.744,3281.25,38.8373,4125.0,6c2f751ac
6c2f751ac_3366,7,1,40.3733,4687.5,43.5147,11437.5,6c2f751ac
6c30da560_3367,18,1,57.3067,3187.5,58.0,5062.5,6c30da560
6c321d828_3368,9,1,56.4373,1125.0,59.2427,5250.0,6c321d828
6c3a87652_3369,1,1,36.0427,3843.75,36.9387,5625.0,6c3a87652
6c46ba8f1_3370,17,1,28.176,1312.5,34.6293,3937.5,6c46ba8f1
6c46ba8f1_3371,4,1,28.5013,2343.75,30.3573,4218.75,6c46ba8f1
6c46ba8f1_3372,17,4,9.4987,1312.5,12.032,7406.25,6c46ba8f1
6c46ba8f1_3373,9,1,25.5413,1125.0,28.3467,5250.0,6c46ba8f1
6c4ce1cf2_3374,20,1,51.6427,2343.75,55.0827,5718.75,6c4ce1cf2
6c4ce1cf2_3375,8,1,39.9147,3750.0,44.0373,5531.25,6c4ce1cf2
6c5faae21_3376,8,1,51.7387,3750.0,55.8613,5531.25,6c5faae21
6c64afa85_3377,21,1,14.1707,3281.25,15.264,4125.0,6c64afa85
6c64afa85_3378,14,1,23.312,2531.25,23.8987,5531.25,6c64afa85
6c64afa85_3379,8,1,47.6533,3750.0,51.776,5531.25,6c64afa85
6c6582461_3380,8,1,38.9867,3750.0,43.1093,5531.25,6c6582461
6c767aa6f_3381,22,1,9.8827,10687.5,11.488,13687.5,6c767aa6f
6c7789b72_3382,7,1,12.4267,4687.5,15.568,11437.5,6c7789b72
6c7789b72_3383,11,1,32.5776,1808.7891,33.7154,5684.7656,6c7789b72
6c83c1263_3384,9,1,29.6107,1125.0,32.416,5250.0,6c83c1263
6c9085f82_3385,14,1,43.2853,2531.25,43.872,5531.25,6c9085f82
6c9085f82_3386,0,1,36.6613,5906.25,37.952,7500.0,6c9085f82
6cd509d6a_3387,4,1,8.4267,2343.75,10.2827,4218.75,6cd509d6a
6cda2ee54_3388,21,1,58.5547,3281.25,59.648,4125.0,6cda2ee54
6cda2ee54_3389,15,1,2.2667,93.75,5.6107,1125.0,6cda2ee54
6d0148a8c_3390,15,1,28.9653,93.75,32.3093,1125.0,6d0148a8c
6d0148a8c_3391,6,1,1.056,562.5,3.0773,3187.5,6d0148a8c
6d0148a8c_3392,16,4,53.68,3093.75,55.5147,4593.75,6d0148a8c
6d108a590_3393,18,1,48.848,3187.5,49.5413,5062.5,6d108a590
6d12aaa66_3394,6,1,7.4667,562.5,9.6107,4406.25,6d12aaa66
6d2e11770_3395,15,1,51.7813,93.75,55.1253,1125.0,6d2e11770
6d42282f7_3396,20,1,49.5787,2343.75,53.0187,5718.75,6d42282f7
6d58d2bf8_3397,23,1,47.9666,7235.1562,54.0502,11283.3984,6d58d2bf8
6d837fc66_3398,4,1,23.2747,2343.75,25.1307,4218.75,6d837fc66
6d888a2dc_3399,17,1,46.2133,1312.5,52.6667,3937.5,6d888a2dc
6d911c10a_3400,22,1,57.3227,10687.5,58.928,13687.5,6d911c10a
6d93f853d_3401,15,1,32.944,93.75,36.288,1125.0,6d93f853d
6da7cffc7_3402,9,1,25.3867,1125.0,28.192,5250.0,6da7cffc7
6da7cffc7_3403,16,4,27.4987,3093.75,29.3333,4593.75,6da7cffc7
6db1d74f4_3404,9,1,3.072,1125.0,5.8773,5250.0,6db1d74f4
6dc150a3d_3405,17,1,45.3067,1312.5,51.76,3937.5,6dc150a3d
6dc150a3d_3406,2,1,36.7467,468.75,38.5227,3000.0,6dc150a3d
6dc1f9567_3407,21,1,8.6987,3281.25,9.792,4125.0,6dc1f9567
6dc1f9567_3408,16,4,22.5227,3093.75,24.3573,4593.75,6dc1f9567
6dc37ce72_3409,20,1,16.7627,2343.75,20.2027,5718.75,6dc37ce72
6dc49f821_3410,10,1,57.2546,947.4609,59.6985,10852.7344,6dc49f821
6dea8e7f0_3411,18,1,16.2187,3187.5,16.912,5062.5,6dea8e7f0
6df1f68bd_3412,6,1,23.9307,562.5,26.0747,4406.25,6df1f68bd
6e06d9c36_3413,10,1,53.702,947.4609,56.1459,10852.7344,6e06d9c36
6e2259a14_3414,23,4,40.1357,6459.9609,48.0595,11627.9297,6e2259a14
6e2259a14_3415,23,4,0.6211,6459.9609,8.5449,11627.9297,6e2259a14
6e31b2ad0_3416,5,1,27.2053,4781.25,29.5573,10406.25,6e31b2ad0
6e31b2ad0_3417,19,1,42.2613,281.25,43.8133,2812.5,6e31b2ad0
6e54fae64_3418,17,1,6.2027,1312.5,12.656,3937.5,6e54fae64
6e678f45d_3419,22,1,51.0773,10687.5,52.6827,13687.5,6e678f45d
6e681db37_3420,3,1,54.8267,1031.25,55.56800000000001,2812.5,6e681db37
6e681db37_3421,14,1,31.968000000000004,2531.25,32.5547,5531.25,6e681db37
6e744c9a0_3422,1,1,1.4827,3843.75,2.3787,5625.0,6e744c9a0
6e744c9a0_3423,13,1,1.6427,93.75,5.5147,1406.25,6e744c9a0
6e9a6ed8e_3424,15,1,33.6693,93.75,37.0133,1125.0,6e9a6ed8e
6e9a6ed8e_3425,17,1,52.65600000000001,1312.5,59.1093,3937.5,6e9a6ed8e
6e9a6ed8e_3426,17,1,49.1147,1312.5,55.56800000000001,3937.5,6e9a6ed8e
6e9ed6a4c_3427,16,4,57.7547,3093.75,59.5893,4593.75,6e9ed6a4c
6eb03e9ca_3428,14,1,2.8107,2531.25,3.3973,5531.25,6eb03e9ca
6eb03e9ca_3429,5,1,9.9147,4781.25,12.2667,10406.25,6eb03e9ca
6eba8c879_3430,1,1,1.3333,3843.75,2.2293,5625.0,6eba8c879
6eccc3009_3431,18,1,14.3947,3187.5,15.088,5062.5,6eccc3009
6eccc3009_3432,3,1,18.2933,1031.25,19.0347,2812.5,6eccc3009
6eccc3009_3433,14,1,14.4373,2531.25,15.024,5531.25,6eccc3009
6eddeebb1_3434,19,1,56.8213,281.25,58.3733,2812.5,6eddeebb1
6eddeebb1_3435,18,1,3.6213,3187.5,4.3147,5062.5,6eddeebb1
6eea4a72f_3436,13,1,24.144,93.75,24.768,843.75,6eea4a72f
6f036d0ff_3437,18,1,47.2427,3187.5,47.93600000000001,5062.5,6f036d0ff
6f036d0ff_3438,12,1,55.2053,562.5,58.3413,3281.25,6f036d0ff
6f252ae6e_3439,23,1,5.8166,7235.1562,11.9002,11283.3984,6f252ae6e
6f423ed00_3440,23,1,26.0354,7235.1562,32.119,11283.3984,6f423ed00
6f9eadffb_3441,17,4,4.8747,1312.5,7.407999999999999,7406.25,6f9eadffb
6fd0e4a7f_3442,0,1,0.3093,5906.25,1.6,7500.0,6fd0e4a7f
6fd0e4a7f_3443,16,4,25.7653,3093.75,27.6,4593.75,6fd0e4a7f
6fd0e4a7f_3444,17,1,29.6107,1312.5,36.064,3937.5,6fd0e4a7f
6fd0e4a7f_3445,20,1,48.3093,2343.75,51.7493,5718.75,6fd0e4a7f
6ff194238_3446,20,1,38.1227,2343.75,41.5627,5718.75,6ff194238
6ff194238_3447,16,4,50.512,3093.75,52.3467,4593.75,6ff194238
6ff194238_3448,18,1,2.112,3187.5,2.8053,5062.5,6ff194238
6ff194238_3449,5,1,30.0693,4781.25,32.4213,10406.25,6ff194238
6ff194238_3450,8,1,43.24800000000001,3750.0,47.3707,5531.25,6ff194238
6ffa765d0_3451,21,1,34.2507,3281.25,35.344,4125.0,6ffa765d0
6ffa765d0_3452,16,4,3.2693,3093.75,5.104,4593.75,6ffa765d0
70337c74e_3453,23,1,21.1244,7235.1562,27.208,11283.3984,70337c74e
70346088a_3454,22,1,55.856,10687.5,57.4613,13687.5,70346088a
7048735fc_3455,6,1,57.9573,562.5,59.9787,3187.5,7048735fc
7048735fc_3456,8,1,45.4827,3750.0,49.6053,5531.25,7048735fc
7048735fc_3457,18,1,57.88800000000001,3187.5,58.5813,5062.5,7048735fc
7071fd618_3458,14,1,19.68,2531.25,20.2667,5531.25,7071fd618
7071fd618_3459,17,4,12.6347,1312.5,15.168,7406.25,7071fd618
7071fd618_3460,17,4,19.7173,1312.5,22.2507,7406.25,7071fd618
7071fd618_3461,9,1,30.88,1125.0,33.6853,5250.0,7071fd618
708e4dd42_3462,21,1,40.384,3281.25,41.4773,4125.0,708e4dd42
708e4dd42_3463,9,1,42.304,1125.0,45.1093,5250.0,708e4dd42
708e4dd42_3464,12,1,24.6987,562.5,27.8347,3281.25,708e4dd42
709053963_3465,3,1,1.264,1031.25,2.0053,2812.5,709053963
70942bd74_3466,0,1,53.184,5906.25,53.9787,8250.0,70942bd74
70b5299b9_3467,20,1,14.832,2343.75,18.272,5718.75,70b5299b9
70c289aa5_3468,0,1,32.7627,5906.25,34.0533,7500.0,70c289aa5
70c289aa5_3469,3,1,24.448,1031.25,25.1893,2812.5,70c289aa5
70c599cff_3470,20,1,37.3973,2343.75,40.8373,5718.75,70c599cff
70e657b93_3471,2,1,20.6667,468.75,22.4427,3000.0,70e657b93
70e657b93_3472,8,1,19.168,3750.0,23.2907,5531.25,70e657b93
70e657b93_3473,7,1,5.3227,4687.5,8.464,11437.5,70e657b93
70e657b93_3474,19,1,34.6347,281.25,36.1867,2812.5,70e657b93
70e7af8ab_3475,0,1,22.8693,5906.25,24.16,7500.0,70e7af8ab
70e7af8ab_3476,11,1,51.9605,1808.7891,53.0982,5684.7656,70e7af8ab
710177a21_3477,2,1,35.9307,468.75,37.7067,3000.0,710177a21
710177a21_3478,4,1,6.2507,2343.75,8.1067,4218.75,710177a21
710177a21_3479,13,1,52.8373,93.75,56.7093,1406.25,710177a21
710177a21_3480,8,1,42.3733,3750.0,46.496,5531.25,710177a21
710177a21_3481,11,1,11.163,1808.7891,12.3008,5684.7656,710177a21
710177a21_3482,7,1,10.4853,4687.5,13.6267,11437.5,710177a21
71151526c_3483,13,1,23.728,93.75,24.352,843.75,71151526c
712724292_3484,19,1,10.736,281.25,12.288,2812.5,712724292
712a3f393_3485,1,1,12.6827,3843.75,13.5787,5625.0,712a3f393
712a3f393_3486,15,1,7.872000000000001,93.75,11.216,1125.0,712a3f393
712a3f393_3487,14,1,34.56,2531.25,35.1467,5531.25,712a3f393
7147c1869_3488,7,1,12.928,4687.5,16.0693,11437.5,7147c1869
7147c1869_3489,5,1,6.7787,5062.5,9.888,11250.0,7147c1869
7147c1869_3490,0,1,6.4587,5906.25,7.7493,7500.0,7147c1869
7147c1869_3491,16,4,12.1493,3093.75,13.984000000000002,4593.75,7147c1869
7147c1869_3492,10,1,0.2496,947.4609,2.6935,10852.7344,7147c1869
715e2e294_3493,9,1,30.9547,1125.0,33.76,5250.0,715e2e294
715e2e294_3494,18,1,10.096,3187.5,10.7893,5062.5,715e2e294
715e2e294_3495,17,4,18.6773,1312.5,21.2107,7406.25,715e2e294
716dccfed_3496,3,1,1.9467,1031.25,2.688,2812.5,716dccfed
716dccfed_3497,11,1,50.3699,1808.7891,51.5077,5684.7656,716dccfed
718e842a7_3498,18,1,12.384,3187.5,13.0773,5062.5,718e842a7
718e842a7_3499,10,1,43.2878,947.4609,45.7317,10852.7344,718e842a7
71917c271_3500,11,1,40.455,1808.7891,41.5927,5684.7656,71917c271
71917c271_3501,19,1,21.936,281.25,23.488000000000003,2812.5,71917c271
71917c271_3502,17,1,8.8213,1312.5,15.2747,3937.5,71917c271
71937ba85_3503,15,1,4.3893,93.75,7.7333,1125.0,71937ba85
71949f164_3504,22,1,8.336,10687.5,9.9413,13687.5,71949f164
71a271bcf_3505,0,1,44.0587,5906.25,45.3493,7500.0,71a271bcf
71a271bcf_3506,0,1,24.2507,5906.25,25.5413,7500.0,71a271bcf
71a271bcf_3507,4,1,50.4533,2343.75,52.3093,4218.75,71a271bcf
71a271bcf_3508,21,1,7.0827,3281.25,8.176,4125.0,71a271bcf
71a99a435_3509,8,1,1.44,3750.0,5.5627,5531.25,71a99a435
71a99a435_3510,21,1,54.3147,3281.25,55.408,4125.0,71a99a435
71b094126_3511,6,1,0.496,562.5,2.64,4406.25,71b094126
71cf9646b_3512,4,1,27.328000000000007,2343.75,29.184,4218.75,71cf9646b
71e3f0503_3513,10,1,35.1724,947.4609,37.6163,10852.7344,71e3f0503
71f0fd83e_3514,2,1,57.4027,468.75,59.1787,3000.0,71f0fd83e
71f6e25da_3515,10,1,33.2161,947.4609,35.66,10852.7344,71f6e25da
7225b9048_3516,10,1,6.9137,947.4609,9.3576,10852.7344,7225b9048
7225b9048_3517,23,1,19.5222,7235.1562,25.6058,11283.3984,7225b9048
7227068d3_3518,12,1,55.4453,562.5,58.5813,3281.25,7227068d3
7227068d3_3519,12,1,10.1067,562.5,13.2427,3281.25,7227068d3
7227068d3_3520,23,4,31.4805,6459.9609,39.4043,11627.9297,7227068d3
728459067_3521,9,1,11.8027,1125.0,14.608,5250.0,728459067
728459067_3522,5,1,35.9147,5062.5,39.024,11250.0,728459067
728459067_3523,7,1,18.9173,4687.5,22.0587,11437.5,728459067
728459067_3524,9,1,16.2667,1125.0,19.072,5250.0,728459067
729ceac7b_3525,10,1,20.9096,947.4609,23.3535,10852.7344,729ceac7b
72ac13758_3526,18,1,43.9307,3187.5,44.624,5062.5,72ac13758
72ac13758_3527,23,4,38.4406,6459.9609,46.3644,11627.9297,72ac13758
72ad27520_3528,23,1,4.9168,7235.1562,11.0005,11283.3984,72ad27520
72b70c104_3529,8,1,43.3013,3750.0,47.424,5531.25,72b70c104
72ccf4de7_3530,23,4,10.8495,6459.9609,18.7733,11627.9297,72ccf4de7
72d2b57bc_3531,18,1,43.36,3187.5,44.0533,5062.5,72d2b57bc
72d2b57bc_3532,15,1,14.4,93.75,17.744,1125.0,72d2b57bc
72d2b57bc_3533,19,1,45.2213,281.25,46.7733,2812.5,72d2b57bc
72d2b57bc_3534,21,1,36.8427,3281.25,37.936,4125.0,72d2b57bc
72dd3451d_3535,1,1,6.2933,3843.75,7.1893,5625.0,72dd3451d
7304d00e9_3536,23,1,24.1604,7235.1562,30.244,11283.3984,7304d00e9
73059a7bd_3537,0,1,2.5067,5906.25,3.7973,7500.0,73059a7bd
73059a7bd_3538,11,1,1.341,1808.7891,2.4787,5684.7656,73059a7bd
7310d5dae_3539,11,1,31.1786,1808.7891,32.3164,5684.7656,7310d5dae
732cfd202_3540,3,1,29.584,1031.25,30.3253,2812.5,732cfd202
732cfd202_3541,1,1,36.0587,3843.75,36.9547,5625.0,732cfd202
